Gene_Product,In_WildYak,In_Takin,In_WaterBuffalo
vasorin,TRUE,TRUE,TRUE
smoothelin-like protein 1 isoform X2,TRUE,TRUE,TRUE
putative E3 ubiquitin-protein ligase UBR7,TRUE,TRUE,TRUE
gap junction alpha-5 protein,TRUE,TRUE,TRUE
chordin-like protein 2 isoform X1,TRUE,TRUE,TRUE
"selenide, water dikinase 2",TRUE,TRUE,TRUE
zinc finger CCHC domain-containing protein 7,TRUE,TRUE,TRUE
exportin-4 isoform X1,TRUE,TRUE,TRUE
homeobox protein DLX-5,TRUE,TRUE,TRUE
RNA polymerase-associated protein RTF1 homolog,TRUE,TRUE,TRUE
AF4/FMR2 family member 1 isoform X4,TRUE,TRUE,TRUE
R-spondin-4,TRUE,TRUE,TRUE
glutamate-rich WD repeat-containing protein 1,TRUE,TRUE,TRUE
heterogeneous nuclear ribonucleoprotein U isoform X1,TRUE,TRUE,TRUE
swi5-dependent recombination DNA repair protein 1 homolog isoform X2,TRUE,TRUE,TRUE
matrix metalloproteinase-14,TRUE,TRUE,TRUE
tumor protein D54 isoform X5,TRUE,TRUE,TRUE
midkine isoform X1,TRUE,TRUE,TRUE
DAZ-associated protein 1 isoform X2,TRUE,TRUE,TRUE
single-stranded DNA-binding protein 4 isoform X3,TRUE,TRUE,TRUE
mitoferrin-1 isoform X2,TRUE,TRUE,TRUE
heterochromatin protein 1-binding protein 3 isoform X1,TRUE,TRUE,TRUE
cofilin-1,TRUE,TRUE,TRUE
chromodomain Y-like protein 2,TRUE,TRUE,TRUE
misshapen-like kinase 1 isoform X11,TRUE,TRUE,TRUE
period circadian protein homolog 1 isoform X1,TRUE,TRUE,TRUE
protein transport protein Sec31A isoform X1,TRUE,TRUE,TRUE
periphilin-1 isoform X1,TRUE,TRUE,TRUE
clusterin-like protein 1,TRUE,TRUE,TRUE
U4/U6 small nuclear ribonucleoprotein Prp4 isoform X2,TRUE,TRUE,TRUE
dual specificity protein kinase CLK2 isoform X4,TRUE,TRUE,TRUE
zinc finger protein 143 isoform X2,TRUE,TRUE,TRUE
keratin-associated protein 10-8-like,TRUE,TRUE,TRUE
putative short-chain dehydrogenase/reductase family 42E member 2,TRUE,TRUE,TRUE
olfactory receptor 2J3-like,TRUE,TRUE,TRUE
sodium/calcium exchanger 3 isoform X5,TRUE,TRUE,TRUE
sclerostin,TRUE,TRUE,TRUE
serine/threonine-protein phosphatase PP1-gamma catalytic subunit,TRUE,TRUE,TRUE
protein S100-A5 isoform X2,TRUE,TRUE,TRUE
glycosyltransferase 8 domain-containing protein 2,TRUE,TRUE,TRUE
ena/VASP-like protein isoform X2,TRUE,TRUE,TRUE
mitochondrial import inner membrane translocase subunit Tim9,TRUE,TRUE,TRUE
AMSH-like protease isoform X1,TRUE,TRUE,TRUE
lysine-specific demethylase 6A isoform X4,TRUE,TRUE,TRUE
translocating chain-associated membrane protein 2 isoform X1,TRUE,TRUE,TRUE
serine/arginine-rich splicing factor 7 isoform X1,TRUE,TRUE,TRUE
ras-like protein family member 12 isoform X2,TRUE,TRUE,TRUE
band 4.1-like protein 1 isoform X2,TRUE,TRUE,TRUE
achaete-scute homolog 4,TRUE,TRUE,TRUE
SHC-transforming protein 1 isoform X2,TRUE,TRUE,TRUE
protein kish-B,TRUE,TRUE,TRUE
ADP-ribosylation factor-like protein 5A isoform X1,TRUE,TRUE,TRUE
dnaJ homolog subfamily A member 2,TRUE,TRUE,TRUE
peregrin isoform X1,TRUE,TRUE,TRUE
sorting nexin-12 isoform X1,TRUE,TRUE,TRUE
hematopoietic lineage cell-specific protein,TRUE,TRUE,TRUE
telomere repeats-binding bouquet formation protein 2,TRUE,TRUE,TRUE
peroxisome proliferator-activated receptor gamma coactivator-related protein 1 isoform X2,TRUE,TRUE,TRUE
dnaJ homolog subfamily C member 25,TRUE,TRUE,TRUE
SH2B adapter protein 1 isoform X2,TRUE,TRUE,TRUE
"hydroxyacyl-thioester dehydratase type 2, mitochondrial",TRUE,TRUE,TRUE
olfactory receptor 2T27,TRUE,TRUE,TRUE
cytochrome P450 26C1,TRUE,TRUE,TRUE
testis-specific Y-encoded-like protein 5,TRUE,TRUE,TRUE
protein NDRG3 isoform X3,TRUE,TRUE,TRUE
leucine-rich repeat-containing protein 3C,TRUE,TRUE,TRUE
protein lyl-1,TRUE,TRUE,TRUE
intraflagellar transport protein 20 homolog isoform X2,TRUE,TRUE,TRUE
dynamin-1-like protein isoform X3,TRUE,TRUE,TRUE
nucleosome assembly protein 1-like 4 isoform X2,TRUE,TRUE,TRUE
"putative ribosome-binding factor A, mitochondrial isoform X1",TRUE,TRUE,TRUE
derlin-3 isoform X2,TRUE,TRUE,TRUE
phospholipid phosphatase 4,TRUE,TRUE,TRUE
zinc finger protein 384 isoform X1,TRUE,TRUE,TRUE
protein LMBR1L isoform X1,TRUE,TRUE,TRUE
selenocysteine lyase isoform X2,TRUE,TRUE,TRUE
transmembrane protein 177,TRUE,TRUE,TRUE
NUAK family SNF1-like kinase 2,TRUE,TRUE,TRUE
splicing factor 3A subunit 2,TRUE,TRUE,TRUE
glycogen synthase kinase-3 beta isoform X1,TRUE,TRUE,TRUE
protein FAM219A isoform X1,TRUE,TRUE,TRUE
activating molecule in BECN1-regulated autophagy protein 1 isoform X4,TRUE,TRUE,TRUE
microcephalin isoform X2,TRUE,TRUE,TRUE
reticulocalbin-2 isoform X2,TRUE,TRUE,TRUE
sialate O-acetylesterase isoform X1,TRUE,TRUE,TRUE
protein phosphatase 1 regulatory subunit 3B isoform X2,TRUE,TRUE,TRUE
target of rapamycin complex subunit LST8 isoform X1,TRUE,TRUE,TRUE
trimeric intracellular cation channel type A,TRUE,TRUE,TRUE
osteopetrosis-associated transmembrane protein 1,TRUE,TRUE,TRUE
translocon-associated protein subunit delta isoform X1,TRUE,TRUE,TRUE
pecanex-like protein 3 isoform X2,TRUE,TRUE,TRUE
band 4.1-like protein 2 isoform X7,TRUE,TRUE,TRUE
DNA-directed RNA polymerase I subunit RPA49,TRUE,TRUE,TRUE
integrator complex subunit 10 isoform X1,TRUE,TRUE,TRUE
sulfate transporter,TRUE,TRUE,TRUE
post-GPI attachment to proteins factor 2 isoform X2,TRUE,TRUE,TRUE
histone H1.0,TRUE,TRUE,TRUE
metaxin-3 isoform X2,TRUE,TRUE,TRUE
synaptotagmin-4,TRUE,TRUE,TRUE
dysferlin isoform X7,TRUE,TRUE,TRUE
LOW QUALITY PROTEIN: von Willebrand factor D and EGF domain-containing protein,TRUE,TRUE,TRUE
mediator of RNA polymerase II transcription subunit 10,TRUE,TRUE,TRUE
contactin-5,TRUE,TRUE,TRUE
peptidyl-prolyl cis-trans isomerase FKBP7 isoform X2,TRUE,TRUE,TRUE
ELMO domain-containing protein 2,TRUE,TRUE,TRUE
VPS35 endosomal protein-sorting factor-like isoform X2,TRUE,TRUE,TRUE
actin-associated protein FAM107A isoform X2,TRUE,TRUE,TRUE
olfactory receptor 10R2,TRUE,TRUE,TRUE
rho-related GTP-binding protein RhoF,TRUE,TRUE,TRUE
flt3-interacting zinc finger protein 1 isoform X1,TRUE,TRUE,TRUE
interleukin-9,TRUE,TRUE,TRUE
CKLF-like MARVEL transmembrane domain-containing protein 2,TRUE,TRUE,TRUE
BMP/retinoic acid-inducible neural-specific protein 1,TRUE,TRUE,TRUE
ATPase MORC2 isoform X3,TRUE,TRUE,TRUE
SLIT-ROBO Rho GTPase-activating protein 2 isoform X3,TRUE,TRUE,TRUE
protein FAM163A,TRUE,TRUE,TRUE
glycoprotein hormone alpha-2,TRUE,TRUE,TRUE
RING finger protein 224,TRUE,TRUE,TRUE
BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like isoform X2,TRUE,TRUE,TRUE
olfactory receptor 7C2-like,TRUE,TRUE,TRUE
class E basic helix-loop-helix protein 40,TRUE,TRUE,TRUE
potassium voltage-gated channel subfamily E member 4,TRUE,TRUE,TRUE
oxysterol-binding protein-related protein 5 isoform X1,TRUE,TRUE,TRUE
crossover junction endonuclease EME1,TRUE,TRUE,TRUE
protein-tyrosine kinase 2-beta isoform X1,TRUE,TRUE,TRUE
N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,TRUE,TRUE,TRUE
complement component C8 gamma chain isoform X1,TRUE,TRUE,TRUE
proactivator polypeptide-like 1,TRUE,TRUE,TRUE
"POU domain, class 5, transcription factor 1",TRUE,TRUE,TRUE
speriolin,TRUE,TRUE,TRUE
metabotropic glutamate receptor 5,TRUE,TRUE,TRUE
AMMECR1-like protein isoform X1,TRUE,TRUE,TRUE
ethylmalonyl-CoA decarboxylase isoform X1,TRUE,TRUE,TRUE
calmodulin-3,TRUE,TRUE,TRUE
EF-hand calcium-binding domain-containing protein 11 isoform X2,TRUE,TRUE,TRUE
cilia- and flagella-associated protein 410 isoform X1,TRUE,TRUE,TRUE
alpha-ketoglutarate-dependent dioxygenase alkB homolog 6 isoform X3,TRUE,TRUE,TRUE
platelet glycoprotein 4,TRUE,TRUE,TRUE
transmembrane 4 L6 family member 1,TRUE,TRUE,TRUE
transducin-like enhancer protein 1 isoform X1,TRUE,TRUE,TRUE
arylsulfatase G isoform X1,TRUE,TRUE,TRUE
adipocyte enhancer-binding protein 1,TRUE,TRUE,TRUE
LOW QUALITY PROTEIN: serpin B11,TRUE,TRUE,TRUE
protein-arginine deiminase type-3,TRUE,TRUE,TRUE
plasma protease C1 inhibitor,TRUE,TRUE,TRUE
zinc finger protein 775 isoform X1,TRUE,TRUE,TRUE
CMRF35-like molecule 6,TRUE,TRUE,TRUE
homeobox protein Nkx-2.5,TRUE,TRUE,TRUE
CCR4-NOT transcription complex subunit 11,TRUE,TRUE,TRUE
DNA-binding protein inhibitor ID-2,TRUE,TRUE,TRUE
protein FAM124A,TRUE,TRUE,TRUE
centrosome-associated protein CEP250 isoform X1,TRUE,TRUE,TRUE
regulator of nonsense transcripts 1 isoform X2,TRUE,TRUE,TRUE
putative claudin-24,TRUE,TRUE,TRUE
FH1/FH2 domain-containing protein 1 isoform X1,TRUE,TRUE,TRUE
pre-mRNA 3'-end-processing factor FIP1 isoform X2,TRUE,TRUE,TRUE
G-protein coupled receptor 6,TRUE,TRUE,TRUE
ankyrin repeat and SOCS box protein 17,TRUE,TRUE,TRUE
translocon-associated protein subunit gamma,TRUE,TRUE,TRUE
T cell receptor beta variable 5-1-like,TRUE,TRUE,TRUE
Na(+)/H(+) exchange regulatory cofactor NHE-RF4,TRUE,TRUE,TRUE
DNL-type zinc finger protein,TRUE,TRUE,TRUE
olfactory receptor 4Q2,TRUE,TRUE,TRUE
ADP-dependent glucokinase isoform X2,TRUE,TRUE,TRUE
transcription factor 19,TRUE,TRUE,TRUE
fibroblast growth factor receptor 1 isoform X5,TRUE,TRUE,TRUE
histone-lysine N-methyltransferase SETD5 isoform X5,TRUE,TRUE,TRUE
coagulation factor XIII B chain,TRUE,TRUE,TRUE
transmembrane protein 190,TRUE,TRUE,TRUE
heat shock protein beta-8,TRUE,TRUE,TRUE
nicolin-1 isoform X2,TRUE,TRUE,TRUE
cyclin-dependent kinase 4 inhibitor D,TRUE,TRUE,TRUE
heterogeneous nuclear ribonucleoprotein A3 isoform X2,TRUE,TRUE,TRUE
membrane-bound transcription factor site-2 protease isoform X2,TRUE,TRUE,TRUE
mitogen-activated protein kinase kinase kinase kinase 4 isoform X6,TRUE,TRUE,TRUE
signaling threshold-regulating transmembrane adapter 1,TRUE,TRUE,TRUE
DNA oxidative demethylase ALKBH2,TRUE,TRUE,TRUE
histone H4,TRUE,TRUE,TRUE
ashwin,TRUE,TRUE,TRUE
double-stranded RNA-specific adenosine deaminase isoform X4,TRUE,TRUE,TRUE
LOW QUALITY PROTEIN: sugar transporter SWEET1,TRUE,TRUE,TRUE
ubiquilin-like protein,TRUE,TRUE,TRUE
protein kinase C gamma type,TRUE,TRUE,TRUE
heat shock protein beta-7,TRUE,TRUE,TRUE
protein Aster-A isoform X2,TRUE,TRUE,TRUE
SH3 and PX domain-containing protein 2A isoform X1,TRUE,TRUE,TRUE
solute carrier organic anion transporter family member 3A1 isoform X2,TRUE,TRUE,TRUE
olfactory receptor-like protein DTMT,TRUE,TRUE,TRUE
cell adhesion molecule 1 isoform X3,TRUE,TRUE,TRUE
dnaJ homolog subfamily C member 28,TRUE,TRUE,TRUE
fidgetin-like protein 1,TRUE,TRUE,TRUE
septin-6 isoform X3,TRUE,TRUE,TRUE
coiled-coil domain-containing protein 54,TRUE,TRUE,TRUE
calpastatin isoform X5,TRUE,TRUE,TRUE
RILP-like protein 1 isoform X1,TRUE,TRUE,TRUE
C-X-C motif chemokine 6,TRUE,TRUE,TRUE
DNA-directed RNA polymerase III subunit RPC6 isoform X2,TRUE,TRUE,TRUE
serine/threonine-protein kinase VRK2 isoform X3,TRUE,TRUE,TRUE
zinc finger and BTB domain-containing protein 21 isoform X1,TRUE,TRUE,TRUE
postacrosomal sheath WW domain-binding protein,TRUE,TRUE,TRUE
tissue alpha-L-fucosidase,TRUE,TRUE,TRUE
transmembrane protein 267,TRUE,TRUE,TRUE
forkhead box protein F1,TRUE,TRUE,TRUE
inactive ribonuclease-like protein 10,TRUE,TRUE,TRUE
ER membrane protein complex subunit 5 isoform X2,TRUE,TRUE,TRUE
phospholipid-transporting ATPase ID isoform X2,TRUE,TRUE,TRUE
tight junction protein ZO-1 isoform X3,TRUE,TRUE,TRUE
"adenylate kinase 2, mitochondrial isoform X1",TRUE,TRUE,TRUE
eukaryotic translation initiation factor 4B isoform X2,TRUE,TRUE,TRUE
potassium voltage-gated channel subfamily A member 4,TRUE,TRUE,TRUE
MAP kinase-activating death domain protein isoform X2,TRUE,TRUE,TRUE
chloride intracellular channel protein 4,TRUE,TRUE,TRUE
PDZ and LIM domain protein 1,TRUE,TRUE,TRUE
required for excision 1-B domain-containing protein isoform X2,TRUE,TRUE,TRUE
target of rapamycin complex 2 subunit MAPKAP1 isoform X2,TRUE,TRUE,TRUE
RNA-binding protein 42 isoform X3,TRUE,TRUE,TRUE
E3 ubiquitin-protein ligase TRIM17,TRUE,TRUE,TRUE
ecto-ADP-ribosyltransferase 3 isoform X5,TRUE,TRUE,TRUE
protein APCDD1-like,TRUE,TRUE,TRUE
sickle tail protein homolog isoform X2,TRUE,TRUE,TRUE
dynactin subunit 1 isoform X5,TRUE,TRUE,TRUE
cytospin-A isoform X1,TRUE,TRUE,TRUE
T-box transcription factor TBX10,TRUE,TRUE,TRUE
DNA-binding protein inhibitor ID-3,TRUE,TRUE,TRUE
ADP/ATP translocase 3,TRUE,TRUE,TRUE
(3R)-3-hydroxyacyl-CoA dehydrogenase isoform X2,TRUE,TRUE,TRUE
"cytochrome c oxidase assembly protein COX18, mitochondrial isoform X2",TRUE,TRUE,TRUE
protein phosphatase 1 regulatory subunit 15B,TRUE,TRUE,TRUE
ataxin-2-like protein isoform X4,TRUE,TRUE,TRUE
myb-related protein B,TRUE,TRUE,TRUE
F-BAR and double SH3 domains protein 2,TRUE,TRUE,TRUE
tight junction protein ZO-2 isoform X1,TRUE,TRUE,TRUE
ras-related protein Rab-32,TRUE,TRUE,TRUE
"LOW QUALITY PROTEIN: aldehyde dehydrogenase X, mitochondrial",TRUE,TRUE,TRUE
rho guanine nucleotide exchange factor 25 isoform X2,TRUE,TRUE,TRUE
metaxin-3 isoform X1,TRUE,TRUE,TRUE
twist-related protein 2,TRUE,TRUE,TRUE
parathyroid hormone 2 receptor,TRUE,TRUE,TRUE
protein sprouty homolog 3,TRUE,TRUE,TRUE
protein LRATD2,TRUE,TRUE,TRUE
group IID secretory phospholipase A2,TRUE,TRUE,TRUE
adapter molecule crk isoform X1,TRUE,TRUE,TRUE
fibrinogen C domain-containing protein 1,TRUE,TRUE,TRUE
rho guanine nucleotide exchange factor 3 isoform X1,TRUE,TRUE,TRUE
ADP-ribosylation factor-like protein 4D,TRUE,TRUE,TRUE
huntingtin-interacting protein 1 isoform X3,TRUE,TRUE,TRUE
armadillo repeat-containing protein 8 isoform X3,TRUE,TRUE,TRUE
MICOS complex subunit MIC25 isoform X1,TRUE,TRUE,TRUE
mitochondrial pyruvate carrier 2,TRUE,TRUE,TRUE
zinc finger MIZ domain-containing protein 1 isoform X3,TRUE,TRUE,TRUE
LIM and senescent cell antigen-like-containing domain protein 1 isoform X1,TRUE,TRUE,TRUE
MAPK regulated corepressor interacting protein 2 isoform X1,TRUE,TRUE,TRUE
transmembrane protein 132C,TRUE,TRUE,TRUE
zinc finger protein 213,TRUE,TRUE,TRUE
chromatin target of PRMT1 protein isoform X1,TRUE,TRUE,TRUE
H/ACA ribonucleoprotein complex subunit 2,TRUE,TRUE,TRUE
RNA binding protein fox-1 homolog 2 isoform X1,TRUE,TRUE,TRUE
transmembrane emp24 domain-containing protein 1,TRUE,TRUE,TRUE
"alpha-(1,6)-fucosyltransferase",TRUE,TRUE,TRUE
interleukin-36 alpha,TRUE,TRUE,TRUE
protein C1orf43 homolog isoform X2,TRUE,TRUE,TRUE
growth/differentiation factor 5,TRUE,TRUE,TRUE
sarcolemmal membrane-associated protein isoform X4,TRUE,TRUE,TRUE
chromatin complexes subunit BAP18 isoform X2,TRUE,TRUE,TRUE
zinc finger MYM-type protein 2 isoform X2,TRUE,TRUE,TRUE
cilia- and flagella-associated protein 157,TRUE,TRUE,TRUE
complement decay-accelerating factor isoform X4,TRUE,TRUE,TRUE
RNA helicase aquarius,TRUE,TRUE,TRUE
peroxisomal multifunctional enzyme type 2,TRUE,TRUE,TRUE
transcriptional repressor CTCF isoform X1,TRUE,TRUE,TRUE
fibroleukin,TRUE,TRUE,TRUE
transmembrane protein 94 isoform X1,TRUE,TRUE,TRUE
tubulin beta-4B chain,TRUE,TRUE,TRUE
ribosomal RNA-processing protein 8,TRUE,TRUE,TRUE
NF-kappa-B inhibitor beta,TRUE,TRUE,TRUE
"acetyl-CoA acetyltransferase, cytosolic",TRUE,TRUE,TRUE
acyl-coenzyme A thioesterase THEM5,TRUE,TRUE,TRUE
ankyrin repeat domain-containing protein 1,TRUE,TRUE,TRUE
homeobox-containing protein 1 isoform X4,TRUE,TRUE,TRUE
serine protease 38,TRUE,TRUE,TRUE
p21-activated protein kinase-interacting protein 1 isoform X1,TRUE,TRUE,TRUE
class E basic helix-loop-helix protein 23,TRUE,TRUE,TRUE
secreted frizzled-related protein 4,TRUE,TRUE,TRUE
chromodomain-helicase-DNA-binding protein 8 isoform X1,TRUE,TRUE,TRUE
sulfotransferase 1C2,TRUE,TRUE,TRUE
pancreatic lipase-related protein 3,TRUE,TRUE,TRUE
WD repeat-containing protein 89,TRUE,TRUE,TRUE
matrin-3 isoform X3,TRUE,TRUE,TRUE
thioredoxin domain-containing protein 11 isoform X3,TRUE,TRUE,TRUE
dyslexia-associated protein KIAA0319-like protein homolog isoform X1,TRUE,TRUE,TRUE
CREB-regulated transcription coactivator 1 isoform X2,TRUE,TRUE,TRUE
general transcription factor IIF subunit 1,TRUE,TRUE,TRUE
histone H2B type 1-N,TRUE,TRUE,TRUE
dickkopf-related protein 3,TRUE,TRUE,TRUE
INO80 complex subunit E isoform X1,TRUE,TRUE,TRUE
leukocyte receptor cluster member 9,TRUE,TRUE,TRUE
proprotein convertase subtilisin/kexin type 6 isoform X2,TRUE,TRUE,TRUE
transcription initiation factor TFIID subunit 11,TRUE,TRUE,TRUE
peptidyl-prolyl cis-trans isomerase C,TRUE,TRUE,TRUE
heterogeneous nuclear ribonucleoprotein H isoform X2,TRUE,TRUE,TRUE
lysophosphatidic acid phosphatase type 6,TRUE,TRUE,TRUE
teashirt homolog 1,TRUE,TRUE,TRUE
armadillo repeat-containing X-linked protein 2,TRUE,TRUE,TRUE
bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 isoform X1,TRUE,TRUE,TRUE
transcription factor PU.1 isoform X2,TRUE,TRUE,TRUE
glutaredoxin domain-containing cysteine-rich protein 1,TRUE,TRUE,TRUE
adenylyl cyclase-associated protein 1 isoform X1,TRUE,TRUE,TRUE
gametogenetin-binding protein 2 isoform X4,TRUE,TRUE,TRUE
uncharacterized protein C11orf87 homolog,TRUE,TRUE,TRUE
heterogeneous nuclear ribonucleoprotein A/B isoform X2,TRUE,TRUE,TRUE
non-lysosomal glucosylceramidase,TRUE,TRUE,TRUE
protein phosphatase Slingshot homolog 3 isoform X2,TRUE,TRUE,TRUE
dnaJ homolog subfamily C member 24 isoform X2,TRUE,TRUE,TRUE
alanine and arginine-rich domain-containing protein,TRUE,TRUE,TRUE
zinc finger protein 800 isoform X1,TRUE,TRUE,TRUE
long-chain-fatty-acid--CoA ligase 1 isoform X2,TRUE,TRUE,TRUE
spermatogenesis-associated protein 7 isoform X2,TRUE,TRUE,TRUE
liprin-beta-1 isoform X2,TRUE,TRUE,TRUE
apolipoprotein D,TRUE,TRUE,TRUE
EH domain-containing protein 1,TRUE,TRUE,TRUE
transmembrane protein 9B isoform X1,TRUE,TRUE,TRUE
SLIT and NTRK-like protein 2,TRUE,TRUE,TRUE
F-box/WD repeat-containing protein 11 isoform X2,TRUE,TRUE,TRUE
matrilin-2 isoform X1,TRUE,TRUE,TRUE
histone H1.3,TRUE,TRUE,TRUE
hereditary hemochromatosis protein,TRUE,TRUE,TRUE
ribosomal L1 domain-containing protein 1,TRUE,TRUE,TRUE
leucine-zipper-like transcriptional regulator 1 isoform X2,TRUE,TRUE,TRUE
Krueppel-like factor 1,TRUE,TRUE,TRUE
TBC1 domain family member 8B,TRUE,TRUE,TRUE
ribosomal biogenesis factor,TRUE,TRUE,TRUE
lysosomal-associated transmembrane protein 5,TRUE,TRUE,TRUE
metal cation symporter ZIP8,TRUE,TRUE,TRUE
ubiquitin thioesterase ZRANB1 isoform X1,TRUE,TRUE,TRUE
glucocorticoid modulatory element-binding protein 2 isoform X2,TRUE,TRUE,TRUE
transcription factor SPT20 homolog isoform X7,TRUE,TRUE,TRUE
DNA damage-inducible transcript 4-like protein,TRUE,TRUE,TRUE
zinc finger protein 384 isoform X2,TRUE,TRUE,TRUE
zinc finger protein 358 isoform X2,TRUE,TRUE,TRUE
late cornified envelope protein 3B-like,TRUE,TRUE,TRUE
protein APCDD1,TRUE,TRUE,TRUE
cyclin-dependent kinase 11B isoform X1,TRUE,TRUE,TRUE
clustered mitochondria protein homolog isoform X1,TRUE,TRUE,TRUE
fibroblast growth factor 23,TRUE,TRUE,TRUE
zinc finger protein 384 isoform X3,TRUE,TRUE,TRUE
apelin,TRUE,TRUE,TRUE
beta-Ala-His dipeptidase,TRUE,TRUE,TRUE
"keratin, type II cuticular Hb2",TRUE,TRUE,TRUE
delta(14)-sterol reductase LBR,TRUE,TRUE,TRUE
F-box and leucine-rich protein 22,TRUE,TRUE,TRUE
lysine-specific demethylase 5C isoform X1,TRUE,TRUE,TRUE
kynurenine--oxoglutarate transaminase 3 isoform X3,TRUE,TRUE,TRUE
"beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",TRUE,TRUE,TRUE
chromatin modification-related protein MEAF6 isoform X3,TRUE,TRUE,TRUE
myotubularin-related protein 12,TRUE,TRUE,TRUE
olfactory receptor 51I2,TRUE,TRUE,TRUE
DNA primase large subunit,TRUE,TRUE,TRUE
WD repeat and SOCS box-containing protein 2 isoform X2,TRUE,TRUE,TRUE
disks large homolog 2 isoform X2,TRUE,TRUE,TRUE
E3 SUMO-protein ligase PIAS3 isoform X1,TRUE,TRUE,TRUE
unconventional myosin-XVIIIa isoform X4,TRUE,TRUE,TRUE
transcription factor 7-like 2 isoform X4,TRUE,TRUE,TRUE
ras-related protein Rab-17 isoform X1,TRUE,TRUE,TRUE
myozenin-3,TRUE,TRUE,TRUE
protein IWS1 homolog isoform X2,TRUE,TRUE,TRUE
endoplasmic reticulum membrane-associated RNA degradation protein isoform X2,TRUE,TRUE,TRUE
protein FAM193A isoform X1,TRUE,TRUE,TRUE
Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 isoform X4,TRUE,TRUE,TRUE
retinol-binding protein 2,TRUE,TRUE,TRUE
exostosin-like 3,TRUE,TRUE,TRUE
gap junction beta-5 protein,TRUE,TRUE,TRUE
neurofilament light polypeptide,TRUE,TRUE,TRUE
signal transducer and activator of transcription 3 isoform X4,TRUE,TRUE,TRUE
epidermal growth factor receptor substrate 15 isoform X5,TRUE,TRUE,TRUE
transmembrane protein 143 isoform X1,TRUE,TRUE,TRUE
proline-rich protein 36,TRUE,TRUE,TRUE
WD repeat-containing protein 36,TRUE,TRUE,TRUE
replication factor C subunit 2,TRUE,TRUE,TRUE
cytochrome b5 type B,TRUE,TRUE,TRUE
zinc finger MIZ domain-containing protein 1 isoform X2,TRUE,TRUE,TRUE
G protein-activated inward rectifier potassium channel 4,TRUE,TRUE,TRUE
ganglioside GM2 activator,TRUE,TRUE,TRUE
ribosomal biogenesis protein LAS1L isoform X4,TRUE,TRUE,TRUE
melanoma-associated antigen B4-like,TRUE,TRUE,TRUE
SH3 domain-binding protein 2 isoform X1,TRUE,TRUE,TRUE
N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform X1,TRUE,TRUE,TRUE
transmembrane protein 59 isoform X3,TRUE,TRUE,TRUE
