Gene_Product,In_WildYak,In_Takin,In_WaterBuffalo
LOW QUALITY PROTEIN: adhesion G protein-coupled receptor D2,True,False,False
vimentin-type intermediate filament-associated coiled-coil protein isoform X1,False,False,True
transducin-like enhancer protein 4 isoform X7,True,False,True
protocadherin beta-15-like,False,True,False
"ADP-ribose pyrophosphatase, mitochondrial",True,True,False
adenylate kinase 8 isoform X1,True,True,True
elongation of very long chain fatty acids protein 3,False,True,True
myotubularin-related protein 10 isoform X2,False,False,True
uncharacterized protein C19orf18 isoform X4,False,False,True
abscission/NoCut checkpoint regulator isoform X2,False,True,False
regulating synaptic membrane exocytosis protein 2 isoform X7,False,False,True
cytidine monophosphate-N-acetylneuraminic acid hydroxylase isoform X1,True,False,True
nucleolar and coiled-body phosphoprotein 1 isoform X2,True,True,True
paired box protein Pax-1,True,True,True
protein disulfide isomerase CRELD1,True,False,True
NEDD4 family-interacting protein 2 isoform X1,False,False,True
ATP synthase subunit C lysine N-methyltransferase isoform X3,True,False,True
centriolar and ciliogenesis-associated protein HYLS1 isoform X2,True,False,False
anionic trypsin isoform X3,False,False,True
zinc finger transcription factor Trps1 isoform X3,True,False,True
cAMP-dependent protein kinase inhibitor beta isoform X1,False,False,True
axin-2 isoform X1,True,False,False
protocadherin beta-16-like,False,True,False
zinc finger protein 165 isoform X2,True,False,False
insulin-like 3,True,True,True
"28S ribosomal protein S9, mitochondrial",False,True,False
peroxisomal membrane protein 2,True,True,True
kelch domain-containing protein 3 isoform X1,True,False,True
putative ATP-dependent RNA helicase DHX57,False,True,False
piercer of microtubule wall 1 protein,False,True,False
"glycoprotein endo-alpha-1,2-mannosidase-like protein",True,True,False
phospholipase A2,True,True,False
sorbin and SH3 domain-containing protein 1 isoform X9,True,False,True
doublesex- and mab-3-related transcription factor B1,True,True,True
olfactory receptor 4D2,True,True,False
short transient receptor potential channel 4-associated protein isoform X1,True,True,True
heterogeneous nuclear ribonucleoprotein Q isoform X4,True,True,True
dedicator of cytokinesis protein 9 isoform X2,True,True,True
peroxisome proliferator-activated receptor gamma coactivator 1-alpha isoform X4,True,False,True
melanoma-associated antigen D1,False,True,True
ETS translocation variant 3 isoform X2,False,False,True
death ligand signal enhancer,False,True,False
inactive heparanase-2,True,True,False
transcription factor 20 isoform X2,True,True,True
transmembrane protein 128 isoform X2,True,False,False
voltage-dependent calcium channel gamma-3 subunit,True,True,True
phosphatidate phosphatase LPIN2,True,True,False
cysteine protease ATG4C isoform X2,True,False,True
"troponin T, cardiac muscle isoform X5",False,False,True
methylosome protein WDR77,True,False,False
anoctamin-1 isoform X3,True,False,True
LOW QUALITY PROTEIN: transmembrane protein 132D,True,False,False
probable global transcription activator SNF2L1 isoform X5,True,False,True
olfactory receptor 1K1 isoform X1,True,False,False
pro-glucagon isoform X2,False,False,True
multimerin-2 isoform X1,False,True,False
LOW QUALITY PROTEIN: ATP-sensitive inward rectifier potassium channel 15,False,True,False
"translation factor GUF1, mitochondrial isoform X8",False,False,True
zinc finger protein 219 isoform X3,False,True,False
protein CFAP20DC,False,True,False
"cytochrome b-c1 complex subunit 6, mitochondrial isoform X2",True,False,True
lactoperoxidase,True,True,False
"vascular endothelial growth factor A, long form",True,False,False
protein spinster homolog 3 isoform X4,False,False,True
protein THEMIS isoform X2,False,False,True
protein FAM98B isoform X2,False,False,True
transcriptional-regulating factor 1 isoform X5,False,False,True
NFX1-type zinc finger-containing protein 1 isoform X1,False,True,True
"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 isoform X8",True,False,True
DNA/RNA-binding protein KIN17,False,True,False
coiled-coil domain-containing protein 17 isoform X3,True,False,True
selenocysteine-specific elongation factor,True,True,False
PHD finger protein 20-like protein 1 isoform X11,False,False,True
integrator complex subunit 13 isoform X1,True,True,False
nitric oxide synthase-interacting protein,True,True,True
cilia- and flagella-associated protein 161 isoform X1,True,False,True
striated muscle preferentially expressed protein kinase isoform X1,True,True,True
N-glycosylase/DNA lyase isoform X6,False,False,True
voltage-dependent calcium channel beta subunit-associated regulatory protein isoform X6,False,False,True
"RNA-binding motif, single-stranded-interacting protein 3 isoform X3",True,False,True
major allergen Equ c 1-like,False,True,False
little elongation complex subunit 2 isoform X5,False,False,True
calpastatin isoform X4,True,True,True
ubiquitin-ribosomal protein eL40 fusion protein,True,False,False
interferon-induced protein with tetratricopeptide repeats 1-like,False,True,False
LOW QUALITY PROTEIN: G-protein coupled receptor 55,True,False,False
dual specificity protein phosphatase 2,True,True,True
gamma-aminobutyric acid receptor subunit alpha-2 isoform X3,False,False,True
PX domain-containing protein 1 isoform X4,False,False,True
complement decay-accelerating factor isoform X7,True,False,True
phosphatase and actin regulator 1-like,True,False,False
activator of 90 kDa heat shock protein ATPase homolog 2,True,False,True
LOW QUALITY PROTEIN: olfactory receptor 6C2,True,False,False
kynureninase isoform X3,True,False,True
coiled-coil domain-containing protein 78 isoform X11,False,False,True
dyslexia-associated protein KIAA0319 homolog isoform X2,False,False,True
putative deoxyribonuclease TATDN1 isoform X2,False,False,True
dual oxidase 1,True,True,True
interleukin-17 receptor E isoform X4,False,False,True
telomere repeats-binding bouquet formation protein 1,True,True,False
homeobox protein cut-like 1 isoform X2,False,False,True
UDP-glucose 6-dehydrogenase,False,True,True
protein mono-ADP-ribosyltransferase PARP10 isoform X1,False,False,True
HSPB1-associated protein 1 isoform X1,True,True,True
transmembrane protein 233 isoform X2,False,True,False
ubiquitin-like protein 5,True,False,True
large ribosomal subunit protein mL64,True,False,False
band 4.1-like protein 3 isoform X3,True,False,True
protein shisa-5 isoform X5,True,False,True
LOW QUALITY PROTEIN: intelectin-2,True,False,False
tumor necrosis factor receptor superfamily member 10C-like,False,True,False
caspase recruitment domain-containing protein 9,True,True,False
solute carrier family 25 member 47,True,True,True
ras-associated and pleckstrin homology domains-containing protein 1 isoform X4,True,False,True
lysM and putative peptidoglycan-binding domain-containing protein 3 isoform X2,False,True,False
olfactory receptor 2M5-like,False,True,True
sterile alpha motif domain-containing protein 13 isoform X1,True,True,True
dihydrodiol dehydrogenase 3-like isoform X3,False,False,True
ribulose-phosphate 3-epimerase isoform X3,True,False,True
glucose-6-phosphate exchanger SLC37A2 isoform X3,False,False,True
dual specificity protein phosphatase 22 isoform X9,False,False,True
myomesin-2 isoform X2,False,False,True
phytanoyl-CoA dioxygenase domain-containing protein 1 isoform X1,False,False,True
protein FAM167B,True,True,True
small glutamine-rich tetratricopeptide repeat-containing protein alpha isoform X1,True,False,True
glycine-rich cell wall structural protein 1 isoform X2,False,False,True
"medium-chain acyl-CoA ligase ACSF2, mitochondrial isoform X2",True,False,True
WD repeat- and FYVE domain-containing protein 4 isoform X5,False,False,True
myc box-dependent-interacting protein 1 isoform X16,False,False,True
carbohydrate sulfotransferase 1,True,True,True
olfactory receptor 2AK2,True,False,False
zinc finger FYVE domain-containing protein 1 isoform X5,False,False,True
carbohydrate sulfotransferase 12 isoform X2,True,False,False
"39S ribosomal protein L14, mitochondrial isoform X1",False,False,True
forkhead box protein B1,True,True,True
secreted and transmembrane protein 1A-like isoform X2,False,False,True
bombesin receptor-activated protein C6orf89 homolog isoform X1,True,False,True
E3 ubiquitin-protein ligase Midline-1 isoform X1,True,False,True
tRNA (cytosine(38)-C(5))-methyltransferase,False,True,False
protein mono-ADP-ribosyltransferase PARP16 isoform X10,False,False,True
serine/threonine-protein kinase 33 isoform X4,True,False,False
fas apoptotic inhibitory molecule 3 isoform X1,False,False,True
cordon-bleu protein-like 1 isoform X2,True,False,True
LOW QUALITY PROTEIN: E3 SUMO-protein ligase KIAA1586 homolog,True,False,False
R3H domain-containing protein 1 isoform X4,True,False,True
CREB-regulated transcription coactivator 2,True,False,False
histone H2B type 1-L,True,False,False
large neutral amino acids transporter small subunit 4 isoform X3,True,False,True
TBC1 domain family member 16 isoform X1,True,True,True
cyclin-dependent kinase 9,True,True,True
zinc finger protein 536 isoform X3,True,False,True
thiamine transporter 1 isoform X1,False,False,True
mitogen-activated protein kinase kinase kinase 15,True,True,False
melanoma-associated antigen B2 isoform X2,False,False,True
transcription factor AP-2-alpha,False,True,False
CREB-regulated transcription coactivator 1 isoform X11,True,False,False
zinc finger protein 668 isoform X1,True,False,True
centrosomal protein of 120 kDa isoform X2,False,False,True
solute carrier family 12 member 8 isoform X4,False,False,True
Fanconi anemia group A protein isoform X1,True,False,True
EF-hand calcium-binding domain-containing protein 14 isoform X1,False,True,True
storkhead-box protein 1 isoform X2,False,False,True
transcriptional activator Myb isoform X5,False,False,True
G-protein coupled receptor 26,True,True,True
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 isoform X2,True,False,False
histone-lysine N-methyltransferase EZH1 isoform X2,False,False,True
E3 ubiquitin-protein ligase MIB1,True,True,True
galactose-1-phosphate uridylyltransferase isoform X1,True,True,True
"DNA-directed RNA polymerase, mitochondrial",False,True,True
bromodomain and WD repeat-containing protein 3,False,True,False
FK506-binding protein 15,True,False,False
E3 ubiquitin-protein ligase RAD18,False,True,False
securin,False,True,False
KATNB1-like protein 1,False,True,True
UBX domain-containing protein 1 isoform X2,True,True,True
dual specificity protein phosphatase 10,True,True,True
tripartite motif-containing protein 64-like isoform X1,False,False,True
coiled-coil domain-containing protein 73 isoform X19,False,False,True
vesicle-associated membrane protein 1 isoform X1,False,True,True
rhomboid-related protein 3 isoform X2,True,False,True
sciellin isoform X14,True,False,True
"alpha-2,8-sialyltransferase 8B",True,True,True
MAP/microtubule affinity-regulating kinase 4 isoform X3,False,False,True
serine protease 56 isoform X1,False,False,True
electron transfer flavoprotein regulatory factor 1,True,False,True
zinc finger protein 280D isoform X2,True,False,True
sialic acid-binding Ig-like lectin 6 isoform X1,True,False,False
ribosomal protein S6 kinase beta-1,False,True,False
retinol dehydrogenase 12 isoform X1,False,False,True
"beta-1,4-galactosyltransferase 5 isoform X1",False,False,True
diacylglycerol kinase beta,False,True,False
signal peptide peptidase-like 3 isoform X3,False,False,True
ribitol 5-phosphate transferase FKRP,True,True,False
nascent polypeptide-associated complex subunit alpha isoform X3,False,True,False
sin3 histone deacetylase corepressor complex component SDS3 isoform X2,True,False,True
E1A-binding protein p400-like,True,False,False
luc7-like protein 3 isoform X3,False,True,False
calcium-binding mitochondrial carrier protein SCaMC-2 isoform X6,False,False,True
transmembrane protein 102,True,True,False
"39S ribosomal protein L38, mitochondrial isoform X3",False,True,False
GTP-binding protein 1,True,True,False
partitioning defective 6 homolog alpha,False,True,False
cancer-related nucleoside-triphosphatase isoform X2,True,False,True
protein lin-37 homolog,False,False,True
butyrophilin subfamily 1 member A1-like isoform X2,False,False,True
transmembrane 9 superfamily member 2 isoform X7,False,False,True
E3 ubiquitin-protein ligase UBR2 isoform X2,True,True,True
taste receptor type 1 member 2,True,True,True
NAD(P)H dehydrogenase [quinone] 1,True,False,False
"LOW QUALITY PROTEIN: testis, prostate and placenta-expressed protein",False,True,False
kelch-like protein 30,True,True,True
60 kDa lysophospholipase isoform X3,False,False,True
DDB1- and CUL4-associated factor 8,True,True,True
collagen alpha-1(I) chain-like isoform X2,False,False,True
LOW QUALITY PROTEIN: 40S ribosomal protein S3-like,False,False,True
"phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3 isoform X6",True,False,False
nuclear body protein SP140-like protein isoform X9,False,False,True
lysine-specific demethylase hairless isoform X2,False,True,True
prosaposin isoform X1,False,False,True
deleted in malignant brain tumors 1 protein isoform X49,False,False,True
LOW QUALITY PROTEIN: endoplasmin-like,False,False,True
zinc finger protein 583 isoform X1,True,False,True
lysine-specific demethylase 5C isoform X10,True,True,True
integrin alpha-4 isoform X9,False,False,True
F-box only protein 3,True,True,True
PRAME family member 12 isoform X2,False,False,True
guanine nucleotide-binding protein subunit alpha-15 isoform X3,False,False,True
methyl-CpG-binding protein 2,True,True,False
sodium channel subunit beta-2 isoform X3,False,False,True
glycine N-acyltransferase,True,True,True
uncharacterized protein LOC123331683,False,False,True
LIM domain only protein 7 isoform X7,True,False,True
lamin tail domain-containing protein 2,True,False,False
large ribosomal subunit protein eL43,True,False,False
zinc finger protein 131 isoform X4,True,False,True
ubiquitin carboxyl-terminal hydrolase 7 isoform X1,False,True,True
intraflagellar transport protein 80 homolog,False,True,False
kalirin isoform X15,True,False,True
calpain-5 isoform X1,True,False,True
protein CBFA2T1 isoform X2,True,False,True
protein unc-93 homolog B1 isoform X2,False,True,False
LOW QUALITY PROTEIN: P2Y purinoceptor 4,False,True,False
"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase isoform X2",True,False,True
CD81 antigen isoform X1,False,False,True
2-phosphoxylose phosphatase 1 isoform X3,True,False,True
serine/threonine-protein kinase 32C isoform X2,True,False,False
protein unc-80 homolog isoform X2,False,False,True
