Gene_Product	In_WildYak	In_Takin	In_WaterBuffalo
titin isoform X22	FALSE	FALSE	TRUE
galectin-9	FALSE	FALSE	TRUE
lysine-specific demethylase 4A isoform X12	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: tRNA pseudouridine synthase-like 1	FALSE	TRUE	FALSE
LOW QUALITY PROTEIN: diacylglycerol kinase eta	TRUE	FALSE	FALSE
acyl-CoA dehydrogenase family member 11 isoform X3	FALSE	FALSE	TRUE
probable inactive peptidyl-prolyl cis-trans isomerase-like 6 isoform X2	TRUE	FALSE	TRUE
protein SFI1 homolog isoform X7	FALSE	FALSE	TRUE
dyslexia-associated protein KIAA0319 homolog	TRUE	TRUE	FALSE
olfactory receptor 5B3-like	FALSE	TRUE	TRUE
glutamate-rich protein 2 isoform X7	TRUE	FALSE	FALSE
probable C-mannosyltransferase DPY19L3 isoform X1	FALSE	FALSE	TRUE
cholecystokinin isoform X2	TRUE	TRUE	FALSE
LOW QUALITY PROTEIN: peptidoglycan recognition protein 4	FALSE	TRUE	FALSE
tumor necrosis factor receptor superfamily member 8	TRUE	TRUE	FALSE
tRNA pseudouridine synthase Pus10 isoform X2	TRUE	FALSE	TRUE
cytochrome P450 2D14-like	FALSE	TRUE	FALSE
stAR-related lipid transfer protein 3 isoform X3	FALSE	FALSE	TRUE
growth hormone receptor isoform X3	FALSE	TRUE	FALSE
cdc42 effector protein 1	TRUE	TRUE	TRUE
DENN domain-containing protein 10	FALSE	TRUE	FALSE
liprin-alpha-1-like isoform X3	FALSE	FALSE	TRUE
BLOC-1-related complex subunit 5 isoform X3	FALSE	FALSE	TRUE
arginine-glutamic acid dipeptide repeats protein isoform X2	TRUE	TRUE	TRUE
serine/threonine-protein kinase ULK2 isoform X3	TRUE	TRUE	TRUE
CUGBP Elav-like family member 4 isoform X1	TRUE	FALSE	TRUE
protein piccolo isoform X3	FALSE	FALSE	TRUE
leucine-rich repeat-containing protein 73 isoform X1	TRUE	FALSE	TRUE
U6 snRNA phosphodiesterase 1	FALSE	TRUE	FALSE
cancer/testis antigen family 47 member C1	TRUE	FALSE	FALSE
lysophospholipase D GDPD3 isoform X4	FALSE	FALSE	TRUE
transmembrane and coiled-coil domain-containing protein 3 isoform X11	FALSE	FALSE	TRUE
achaete-scute homolog 3	TRUE	TRUE	TRUE
regulating synaptic membrane exocytosis protein 1 isoform X9	FALSE	FALSE	TRUE
"3-methyl-2-oxobutanoate dehydrogenase [lipoamide] kinase, mitochondrial isoform X3"	FALSE	FALSE	TRUE
AT-rich interactive domain-containing protein 1A isoform X3	FALSE	FALSE	TRUE
cytoskeleton-associated protein 2-like isoform X2	TRUE	FALSE	TRUE
yjeF N-terminal domain-containing protein 3 isoform X2	TRUE	FALSE	FALSE
fatty-acid amide hydrolase 1	TRUE	TRUE	FALSE
oncostatin-M-specific receptor subunit beta isoform X3	FALSE	FALSE	TRUE
"DNA-directed RNA polymerase, mitochondrial isoform X1"	TRUE	FALSE	FALSE
"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	TRUE	TRUE	TRUE
RNA-binding protein 33 isoform X7	FALSE	TRUE	TRUE
LOW QUALITY PROTEIN: sodium- and chloride-dependent glycine transporter 1	TRUE	FALSE	TRUE
centrosomal protein of 89 kDa isoform X4	TRUE	FALSE	TRUE
acyl-coenzyme A thioesterase 11 isoform X5	FALSE	FALSE	TRUE
homeobox protein Mohawk isoform X7	FALSE	FALSE	TRUE
collagen alpha-2(XI) chain isoform X5	FALSE	FALSE	TRUE
NF-kappa-B-activating protein isoform X1	TRUE	FALSE	FALSE
kelch domain-containing protein 1 isoform X3	TRUE	FALSE	TRUE
uncharacterized protein C2orf80 isoform X1	FALSE	FALSE	TRUE
immunoglobulin superfamily member 1	TRUE	TRUE	FALSE
"cytochrome c oxidase subunit 6A1, mitochondrial-like"	FALSE	FALSE	TRUE
growth arrest and DNA damage-inducible protein GADD45 gamma	TRUE	TRUE	TRUE
WAP four-disulfide core domain protein 1 isoform X1	TRUE	TRUE	TRUE
"probable leucine--tRNA ligase, mitochondrial isoform X2"	FALSE	FALSE	TRUE
S-phase kinase-associated protein 2 isoform X1	TRUE	FALSE	TRUE
small ribosomal subunit protein eS24 isoform X5	TRUE	FALSE	FALSE
ephrin-A4 isoform X3	TRUE	FALSE	TRUE
putative ankyrin repeat domain-containing protein 26-like 1	TRUE	FALSE	FALSE
protein angel homolog 1 isoform X3	FALSE	TRUE	FALSE
adhesion G protein-coupled receptor L1 isoform X5	FALSE	FALSE	TRUE
pre T-cell antigen receptor alpha	TRUE	TRUE	TRUE
DENN domain-containing protein 1A isoform X9	FALSE	FALSE	TRUE
magnesium transporter protein 1	FALSE	TRUE	FALSE
uncharacterized protein LOC128071318	FALSE	TRUE	FALSE
serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform isoform X3	TRUE	TRUE	TRUE
clusterin-like isoform X1	TRUE	FALSE	FALSE
serine/arginine-rich splicing factor 11 isoform X5	TRUE	FALSE	TRUE
sal-like protein 2	FALSE	TRUE	FALSE
glutathione S-transferase A4-like	FALSE	TRUE	FALSE
WASH complex subunit 2A isoform X1	FALSE	TRUE	FALSE
endogenous retrovirus group K member 9 Env polyprotein-like	FALSE	TRUE	FALSE
GMP reductase 1 isoform X3	TRUE	FALSE	TRUE
protein FAM151A	TRUE	FALSE	TRUE
maternal embryonic leucine zipper kinase	TRUE	TRUE	TRUE
myocyte-specific enhancer factor 2A isoform X7	TRUE	FALSE	TRUE
insulin receptor isoform X3	TRUE	TRUE	TRUE
oxidized low-density lipoprotein receptor 1	FALSE	TRUE	FALSE
ecto-NOX disulfide-thiol exchanger 1 isoform X3	FALSE	FALSE	TRUE
DNA (cytosine-5)-methyltransferase 3B isoform X1	TRUE	FALSE	TRUE
splicing factor 1 isoform X4	TRUE	TRUE	TRUE
G-protein-signaling modulator 2 isoform X1	TRUE	FALSE	TRUE
merlin isoform X3	TRUE	FALSE	TRUE
WAP four-disulfide core domain protein 6A	TRUE	FALSE	FALSE
ADP-ribosylation factor-like protein 6-interacting protein 1 isoform X1	FALSE	TRUE	TRUE
MKI67 FHA domain-interacting nucleolar phosphoprotein isoform X2	FALSE	FALSE	TRUE
leukocyte immunoglobulin-like receptor subfamily B member 4 isoform X1	FALSE	TRUE	TRUE
"pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial isoform X1"	TRUE	FALSE	TRUE
host cell factor 1 isoform X4	TRUE	TRUE	TRUE
"complex I intermediate-associated protein 30, mitochondrial isoform X2"	FALSE	FALSE	TRUE
splicing regulator ARVCF isoform X4	TRUE	TRUE	FALSE
AT-rich interactive domain-containing protein 3A isoform X1	FALSE	FALSE	TRUE
teneurin-3 isoform X2	FALSE	FALSE	TRUE
migration and invasion-inhibitory protein isoform X11	TRUE	FALSE	FALSE
ficolin-2	FALSE	TRUE	FALSE
methyl-CpG-binding domain protein 1 isoform X3	TRUE	FALSE	TRUE
ceramide-1-phosphate transfer protein isoform X2	TRUE	FALSE	TRUE
echinoderm microtubule-associated protein-like 1	TRUE	FALSE	FALSE
transient receptor potential cation channel subfamily M member 2 isoform X2	TRUE	FALSE	TRUE
transmembrane protein 220 isoform X3	TRUE	FALSE	FALSE
tyrosyl-DNA phosphodiesterase 2	TRUE	TRUE	FALSE
bromodomain-containing protein 9 isoform X4	TRUE	TRUE	TRUE
LOW QUALITY PROTEIN: cadherin-like and PC-esterase domain-containing protein 1	TRUE	FALSE	FALSE
dyslexia-associated protein KIAA0319 homolog isoform X1	FALSE	FALSE	TRUE
ubiquitin-like modifier-activating enzyme 6	TRUE	TRUE	TRUE
large ribosomal subunit protein uL29	TRUE	FALSE	FALSE
actin-related protein 2/3 complex subunit 1A	TRUE	TRUE	TRUE
myosin-binding protein H-like isoform X2	FALSE	FALSE	TRUE
ubiquitin-conjugating enzyme E2 D3 isoform X5	TRUE	FALSE	FALSE
dual specificity protein kinase CLK4 isoform X2	TRUE	TRUE	TRUE
interferon regulatory factor 1 isoform X2	FALSE	FALSE	TRUE
ATP-dependent DNA helicase PIF1 isoform X2	TRUE	FALSE	TRUE
amyloid beta precursor like protein 2 isoform X3	TRUE	TRUE	FALSE
putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	TRUE	TRUE	TRUE
centriolin isoform X8	FALSE	FALSE	TRUE
interleukin-1 receptor-associated kinase-like 2 isoform X4	FALSE	FALSE	TRUE
rho guanine nucleotide exchange factor 28 isoform X6	TRUE	FALSE	TRUE
biorientation of chromosomes in cell division protein 1-like 1 isoform X7	FALSE	FALSE	TRUE
dynein regulatory complex protein 11 isoform X1	TRUE	FALSE	FALSE
E3 ubiquitin-protein ligase NEDD4-like isoform X5	TRUE	TRUE	TRUE
protein regulator of cytokinesis 1 isoform X2	TRUE	FALSE	TRUE
BRCA1-A complex subunit RAP80 isoform X2	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: dual specificity protein phosphatase 23	TRUE	FALSE	FALSE
transcription factor SOX-7	TRUE	TRUE	TRUE
"threonine--tRNA ligase 1, cytoplasmic isoform X1"	FALSE	TRUE	TRUE
"WD repeat, SAM and U-box domain-containing protein 1 isoform X7"	FALSE	FALSE	TRUE
ubiquitin-associated protein 2-like isoform X12	TRUE	TRUE	TRUE
zinc finger X-linked protein ZXDB-like isoform X2	FALSE	FALSE	TRUE
anion exchange protein 2	TRUE	FALSE	TRUE
microtubule-associated serine/threonine-protein kinase 3 isoform X10	TRUE	FALSE	TRUE
zinc finger protein 235 isoform X1	TRUE	FALSE	FALSE
sodium-dependent dopamine transporter	FALSE	TRUE	FALSE
neural cell adhesion molecule 1 isoform X9	TRUE	TRUE	TRUE
liprin-alpha-1	FALSE	FALSE	TRUE
zinc finger and BTB domain-containing protein 5 isoform X3	TRUE	FALSE	FALSE
vam6/Vps39-like protein isoform X2	TRUE	FALSE	TRUE
nischarin isoform X2	TRUE	TRUE	TRUE
F-box only protein 40	TRUE	TRUE	TRUE
RAB11-binding protein RELCH isoform X6	FALSE	FALSE	TRUE
DNA endonuclease RBBP8	TRUE	TRUE	TRUE
tubulin gamma-2 chain isoform X2	FALSE	FALSE	TRUE
vasorin	TRUE	TRUE	TRUE
harmonin-binding protein USHBP1	TRUE	FALSE	FALSE
centrosomal protein of 63 kDa isoform X6	FALSE	FALSE	TRUE
26S proteasome non-ATPase regulatory subunit 6 isoform X1	FALSE	FALSE	TRUE
tubulin alpha-1A chain	TRUE	FALSE	TRUE
smoothelin-like protein 1 isoform X2	TRUE	TRUE	TRUE
sorting nexin-22 isoform X2	TRUE	FALSE	FALSE
RNA-binding protein 33 isoform X4	FALSE	TRUE	TRUE
dyslexia-associated protein KIAA0319-like protein homolog isoform X3	FALSE	FALSE	TRUE
putative E3 ubiquitin-protein ligase UBR7	TRUE	TRUE	TRUE
signal transducer and activator of transcription 5B isoform X3	FALSE	FALSE	TRUE
gap junction alpha-5 protein	TRUE	TRUE	TRUE
FACT complex subunit SPT16-like	FALSE	TRUE	FALSE
cation-dependent mannose-6-phosphate receptor isoform X2	TRUE	TRUE	FALSE
neuropeptide S	FALSE	FALSE	TRUE
E3 ubiquitin-protein ligase TRIM7 isoform X3	FALSE	TRUE	FALSE
putative uncharacterized protein C8orf89 homolog isoform X2	TRUE	FALSE	TRUE
tumor protein 63 isoform X8	FALSE	FALSE	TRUE
chordin-like protein 2 isoform X1	TRUE	TRUE	TRUE
LOW QUALITY PROTEIN: uncharacterized protein	TRUE	FALSE	FALSE
ral guanine nucleotide dissociation stimulator-like 3 isoform X1	TRUE	FALSE	TRUE
"glutamate receptor ionotropic, NMDA 2C"	FALSE	TRUE	TRUE
heterogeneous nuclear ribonucleoprotein H3 isoform X3	FALSE	TRUE	TRUE
"selenide, water dikinase 2"	TRUE	TRUE	TRUE
polyadenylate-binding protein-interacting protein 2B isoform X1	FALSE	FALSE	TRUE
protein amnionless	TRUE	TRUE	FALSE
transient receptor potential cation channel subfamily M member 4 isoform X4	FALSE	FALSE	TRUE
epididymal-specific lipocalin-5-like	TRUE	TRUE	FALSE
F-box/LRR-repeat protein 14 isoform X1	TRUE	FALSE	TRUE
protrudin isoform X5	TRUE	FALSE	TRUE
pericentrin isoform X9	TRUE	FALSE	TRUE
"hydroxyacylglutathione hydrolase, mitochondrial isoform X1"	TRUE	FALSE	TRUE
zinc finger CCHC domain-containing protein 7	TRUE	TRUE	TRUE
calcium-binding protein 39-like isoform X4	FALSE	FALSE	TRUE
free fatty acid receptor 3	TRUE	FALSE	TRUE
TLC domain-containing protein 3A isoform X3	TRUE	FALSE	TRUE
ubiquitin carboxyl-terminal hydrolase 25	FALSE	TRUE	FALSE
exportin-4 isoform X1	TRUE	TRUE	TRUE
transmembrane protein 41A	TRUE	FALSE	TRUE
actin-binding LIM protein 1 isoform X5	FALSE	FALSE	TRUE
trafficking protein particle complex subunit 10 isoform X3	FALSE	FALSE	TRUE
zinc finger protein 461 isoform X4	TRUE	FALSE	FALSE
protein transport protein Sec31B isoform X12	FALSE	FALSE	TRUE
homeobox protein DLX-5	TRUE	TRUE	TRUE
"3',5'-cyclic-AMP phosphodiesterase 4C isoform X1"	TRUE	FALSE	FALSE
RNA polymerase-associated protein RTF1 homolog	TRUE	TRUE	TRUE
pericentriolar material 1 protein isoform X2	TRUE	FALSE	TRUE
cyclin-dependent kinase-like 5 isoform X2	TRUE	FALSE	TRUE
dehydrogenase/reductase SDR family member 7B isoform X4	FALSE	TRUE	FALSE
AF4/FMR2 family member 1 isoform X4	TRUE	TRUE	TRUE
probable low affinity copper uptake protein 2	FALSE	TRUE	FALSE
R-spondin-4	TRUE	TRUE	TRUE
replication factor C subunit 1 isoform X5	FALSE	FALSE	TRUE
zinc transporter 3 isoform X2	FALSE	FALSE	TRUE
pleckstrin homology-like domain family B member 1 isoform X11	FALSE	FALSE	TRUE
interleukin-13 receptor subunit alpha-2 isoform X2	FALSE	FALSE	TRUE
proto-oncogene tyrosine-protein kinase ROS	FALSE	TRUE	TRUE
kinesin-like protein KIF7	FALSE	TRUE	FALSE
bromodomain adjacent to zinc finger domain protein 2B isoform X10	TRUE	FALSE	TRUE
growth factor receptor-bound protein 10 isoform X3	TRUE	FALSE	TRUE
glutamate-rich WD repeat-containing protein 1	TRUE	TRUE	TRUE
BSD domain-containing protein 1 isoform X4	FALSE	FALSE	TRUE
calcium-dependent secretion activator 2	FALSE	TRUE	FALSE
"glutaminase kidney isoform, mitochondrial"	FALSE	TRUE	FALSE
zinc finger protein Eos isoform X5	TRUE	FALSE	FALSE
LHFPL tetraspan subfamily member 2 protein	TRUE	TRUE	FALSE
heterogeneous nuclear ribonucleoprotein U isoform X1	TRUE	TRUE	TRUE
swi5-dependent recombination DNA repair protein 1 homolog isoform X2	TRUE	TRUE	TRUE
matrix metalloproteinase-14	TRUE	TRUE	TRUE
PRAME family member 6-like	TRUE	FALSE	FALSE
uncharacterized protein LOC123334703	FALSE	FALSE	TRUE
SRSF protein kinase 2 isoform X1	TRUE	FALSE	TRUE
ras GTPase-activating protein 2 isoform X5	FALSE	FALSE	TRUE
reduced folate transporter isoform X2	TRUE	FALSE	TRUE
integrin beta-6 isoform X2	TRUE	FALSE	TRUE
cyclic nucleotide-gated channel alpha-1	TRUE	FALSE	FALSE
interleukin-2	TRUE	TRUE	FALSE
T-cell-specific surface glycoprotein CD28 isoform X3	FALSE	FALSE	TRUE
tumor protein D54 isoform X5	TRUE	TRUE	TRUE
dynein axonemal intermediate chain 7 isoform X5	FALSE	FALSE	TRUE
midkine isoform X1	TRUE	TRUE	TRUE
"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial isoform X5"	FALSE	FALSE	TRUE
coiled-coil domain-containing protein 25 isoform X1	FALSE	FALSE	TRUE
disks large-associated protein 2 isoform X2	FALSE	FALSE	TRUE
cytokine receptor common subunit beta	FALSE	FALSE	TRUE
DAZ-associated protein 1 isoform X2	TRUE	TRUE	TRUE
HERV-H LTR-associating protein 2	FALSE	TRUE	FALSE
exostosin-1 isoform X3	FALSE	TRUE	FALSE
CD27 antigen isoform X4	FALSE	FALSE	TRUE
thiosulfate:glutathione sulfurtransferase isoform X3	TRUE	FALSE	TRUE
paired box protein Pax-9	TRUE	FALSE	TRUE
NFATC2-interacting protein	TRUE	TRUE	FALSE
zinc finger protein 791-like isoform X2	TRUE	FALSE	FALSE
inositol-pentakisphosphate 2-kinase isoform X3	FALSE	FALSE	TRUE
synaptotagmin-like protein 2 isoform X10	FALSE	FALSE	TRUE
germ cell-specific gene 1 protein isoform X2	FALSE	FALSE	TRUE
3'-5' exoribonuclease 1	FALSE	TRUE	FALSE
chordin-like protein 1 isoform X3	FALSE	TRUE	TRUE
neogenin	FALSE	TRUE	FALSE
regulator of microtubule dynamics protein 3 isoform X3	FALSE	TRUE	TRUE
receptor-type tyrosine-protein phosphatase epsilon isoform X1	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: serpin A3-8-like	TRUE	FALSE	FALSE
single-stranded DNA-binding protein 4 isoform X3	TRUE	TRUE	TRUE
mitoferrin-1 isoform X2	TRUE	TRUE	TRUE
single Ig IL-1-related receptor	FALSE	TRUE	FALSE
formin-binding protein 1 isoform X6	TRUE	FALSE	TRUE
heterochromatin protein 1-binding protein 3 isoform X1	TRUE	TRUE	TRUE
formin-like protein 3 isoform X8	FALSE	FALSE	TRUE
centrosomal protein of 72 kDa isoform X6	TRUE	FALSE	TRUE
cofilin-1	TRUE	TRUE	TRUE
JNK1/MAPK8-associated membrane protein isoform X1	TRUE	FALSE	TRUE
D-aminoacyl-tRNA deacylase 1-like	FALSE	TRUE	FALSE
keratin-like protein KRT222	TRUE	TRUE	FALSE
ankyrin repeat domain-containing protein 13C isoform X1	FALSE	TRUE	TRUE
magnesium transporter NIPA2 isoform X1	TRUE	FALSE	TRUE
uncharacterized protein C22orf15 homolog	FALSE	TRUE	TRUE
chromodomain Y-like protein 2	TRUE	TRUE	TRUE
TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 isoform X1	TRUE	FALSE	TRUE
chordin-like protein 1 isoform X6	FALSE	FALSE	TRUE
misshapen-like kinase 1 isoform X11	TRUE	TRUE	TRUE
period circadian protein homolog 1 isoform X1	TRUE	TRUE	TRUE
protein transport protein Sec31A isoform X1	TRUE	TRUE	TRUE
laforin isoform X2	TRUE	FALSE	TRUE
lysine-specific demethylase 2B isoform X6	TRUE	FALSE	TRUE
trafficking protein particle complex subunit 13 isoform X3	TRUE	FALSE	TRUE
voltage-gated potassium channel subunit beta-2 isoform X3	FALSE	FALSE	TRUE
"thymidine kinase 2, mitochondrial isoform X2"	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: spermatogenesis-associated protein 16	FALSE	TRUE	TRUE
PML-RARA-regulated adapter molecule 1 isoform X2	FALSE	FALSE	TRUE
thiamine transporter 1	TRUE	TRUE	FALSE
"cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' isoform X1"	FALSE	FALSE	TRUE
adenosine 5'-monophosphoramidase HINT3	TRUE	TRUE	FALSE
forkhead box protein P2 isoform X8	FALSE	FALSE	TRUE
charged multivesicular body protein 5-like	FALSE	TRUE	FALSE
growth factor receptor-bound protein 14 isoform X4	TRUE	FALSE	TRUE
periphilin-1 isoform X1	TRUE	TRUE	TRUE
MHC class II regulatory factor RFX1 isoform X4	FALSE	FALSE	TRUE
NADPH oxidase 5 isoform X6	FALSE	FALSE	TRUE
LIM/homeobox protein Lhx8	TRUE	TRUE	FALSE
clusterin-like protein 1	TRUE	TRUE	TRUE
unconventional myosin-XVIIIb isoform X1	FALSE	FALSE	TRUE
cadherin-22	FALSE	TRUE	FALSE
U4/U6 small nuclear ribonucleoprotein Prp4 isoform X2	TRUE	TRUE	TRUE
pleckstrin homology domain-containing family G member 5 isoform X3	TRUE	FALSE	TRUE
circadian-associated transcriptional repressor isoform X2	FALSE	FALSE	TRUE
activity-dependent neuroprotector homeobox protein isoform X1	TRUE	FALSE	FALSE
probable crossover junction endonuclease EME2 isoform X3	TRUE	FALSE	TRUE
signal peptidase complex catalytic subunit SEC11A isoform X2	FALSE	TRUE	TRUE
cytochrome b5 isoform X2	FALSE	FALSE	TRUE
LOW QUALITY PROTEIN: fibronectin type III domain-containing protein 9	FALSE	TRUE	FALSE
afadin- and alpha-actinin-binding protein isoform X1	TRUE	FALSE	TRUE
cerebellin-2	TRUE	FALSE	FALSE
copine-2	TRUE	TRUE	FALSE
testis-expressed protein 45 isoform X1	FALSE	FALSE	TRUE
tumor necrosis factor receptor superfamily member 13C	FALSE	TRUE	FALSE
polypeptide N-acetylgalactosaminyltransferase 11 isoform X1	TRUE	FALSE	TRUE
IgGFc-binding protein	FALSE	TRUE	FALSE
non-histone chromosomal protein HMG-17-like	FALSE	TRUE	TRUE
A-kinase anchor protein 9 isoform X3	TRUE	FALSE	TRUE
ras-related protein R-Ras2 isoform X2	TRUE	FALSE	TRUE
zinc finger protein Gfi-1 isoform X2	FALSE	FALSE	TRUE
WD repeat-containing protein 86 isoform X24	FALSE	FALSE	TRUE
nebulin isoform X12	FALSE	TRUE	TRUE
BAR/IMD domain-containing adapter protein 2 isoform X4	TRUE	FALSE	FALSE
serine/threonine-protein kinase PAK 4 isoform X2	FALSE	FALSE	TRUE
dual specificity protein kinase CLK2 isoform X4	TRUE	TRUE	TRUE
sodium/hydrogen exchanger 9 isoform X6	FALSE	FALSE	TRUE
pancreas transcription factor 1 subunit alpha isoform X1	FALSE	FALSE	TRUE
AP-4 complex accessory subunit tepsin isoform X5	FALSE	FALSE	TRUE
V-set and immunoglobulin domain-containing protein 4 isoform X3	TRUE	FALSE	TRUE
transmembrane protein 128	FALSE	TRUE	TRUE
zinc finger protein 143 isoform X2	TRUE	TRUE	TRUE
PRELI domain containing protein 3A isoform X1	TRUE	FALSE	TRUE
keratin-associated protein 10-8-like	TRUE	TRUE	TRUE
gamma-aminobutyric acid receptor subunit alpha-2 isoform X3	FALSE	FALSE	TRUE
syntaxin-binding protein 6 isoform X3	FALSE	FALSE	TRUE
calcyclin-binding protein isoform X2	TRUE	FALSE	FALSE
RNA pseudouridylate synthase domain-containing protein 2	FALSE	FALSE	TRUE
sodium-coupled neutral amino acid transporter 2 isoform X1	FALSE	FALSE	TRUE
putative short-chain dehydrogenase/reductase family 42E member 2	TRUE	TRUE	TRUE
multiple epidermal growth factor-like domains protein 6 isoform X3	TRUE	FALSE	TRUE
protein FAM221B isoform X3	FALSE	FALSE	TRUE
sodium/potassium/calcium exchanger 1 isoform X2	FALSE	FALSE	TRUE
extracellular superoxide dismutase [Cu-Zn] isoform X1	TRUE	FALSE	TRUE
ATP-dependent RNA helicase DDX18 isoform X1	FALSE	FALSE	TRUE
cytohesin-1 isoform X3	TRUE	FALSE	TRUE
epididymis-specific alpha-mannosidase	TRUE	FALSE	TRUE
myotubularin-related protein 5 isoform X5	TRUE	FALSE	TRUE
LOW QUALITY PROTEIN: tumor necrosis factor ligand superfamily member 12	TRUE	FALSE	FALSE
olfactory receptor 2J3-like	TRUE	TRUE	TRUE
glucocorticoid modulatory element-binding protein 2 isoform X3	TRUE	FALSE	TRUE
DENN domain-containing protein 2A	FALSE	TRUE	FALSE
